idx,title,genres
1908,The Dukes of Hazzard (2005),23|60
1909,Mr. Magoo (1997),23|25
1910,Meet the Robinsons (2007),0|2|4|8|23|53|117
1911,This Is England (2007),5|16|26
1912,Simon Birch (1998),5|8|12|23|26
1913,The Madness of King George (1994),5|11|23
1914,Traffic (2000),5|16|75
1915,Summer of Sam (1999),5|11|16
1916,Jesus Christ Superstar (1973),5|49
1917,Fast Food Nation (2006),5|8|25|32|109
1918,The Changeling (1980),6|13|35
1919,Friday the 13th Part 3: 3D (1982),88
1920,Ladder 49 (2004),1|5
1921,Blue Streak (1999),1|23|34|42
1922,Leprechaun (1993),0|13|73
1923,Masters of the Universe (1987),0|1|2|46
1924,Snow White and the Seven Dwarfs (1937),0|49|50|55
1925,Primer (2004),4|5
1926,Gattaca (1997),4|5|22
1927,Beavis and Butt-Head Do America (1996),12|23|37
1928,Teenage Mutant Ninja Turtles III (1993),0|1|4|23|67
1929,Mystic River (2003),5|8|35|52
1930,True Romance (1993),1|5|6|16|55
1931,When Harry Met Sally... (1989),23|25|64
1932,Patriot Games (1992),1|5|6|8|16|48|75|82
1933,Butch Cassidy and the Sundance Kid (1969),11|12|32|51
1934,American Graffiti (1973),5|25|26|37
1935,Passengers (2015),2|4|5|6|38|54|55
1936,Hell or High Water (2016),5|16|34
1937,Footloose (1984),5|26|37|49|55|110
1938,Raising Helen (2004),5|25
1939,Jackass: The Movie (2002),1|23
1940,Battle: Los Angeles (2011),1|4|10|38|41
1941,The Santa Clause 2 (2002),0|25|53|64
1942,The Shaggy Dog (1959),0|23|53
1943,Kong: Skull Island (2017),0|1|38
1944,How High (2001),23|37
1945,Ace Ventura: When Nature Calls (1995),23
1946,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),23|95
1947,Eraserhead (1977),0|5|13|38
1948,The Man in the Iron Mask (1998),1|2|5|8|18|23|27|59
1949,The Animal (2001),4|23
1950,Because I Said So (2007),25
1951,Planet Earth,109
1952,Observe and Report (2009),5|16|23
1953,The Wrong Man (1956),5|8|16|58|93
1954,Funny People (2009),5|23
1955,Superman II (1980),0|1|4
1956,Twister (1996),1|5|40
1957,Village of the Damned (1995),4|8|13
1958,The Shaggy D.A. (1976),0|23|53
1959,The Beverly Hillbillies (1993),23
1960,Herbie Rides Again (1974),0|1|23|25|53
1961,Hoop Dreams (1994),109
1962,My Neighbor Totoro (1987),0|53|91|120
1963,Shaolin Soccer (2001),1|60|67
1964,Hairspray (1988),5|25|37|49
1965,Taken (2008),1
1966,Lost in Space (1998),1|2|4|6
1967,Garden State (2004),5|25|26|32
1968,Color of Night (1994),5|6|14|16|17|35|36|87|102
1969,Highlander (1986),0|1|2|4|6
1970,Underworld: Rise of the Lycans (2009),0|6|13|68|78
1971,Anastasia (1997),0|5|32|49|71|74
1972,Field of Dreams (1989),0|5|101
1973,Jaws: The Revenge (1987),2|6|13
1974,Love Me If You Dare (2003),5|25
1975,Ichi the Killer (2001),5|16|121
1976,Young Sherlock Holmes (1985),35|37|64
1977,Ed Wood (1994),5|11|17|23
1978,Layer Cake (2004),5|8|16|34
1979,Risky Business (1983),17|25|26|32|37
1980,Summer School (1987),13|23|37
1981,Inventing the Abbotts (1997),5|26|37|55
1982,True Lies (1994),1|6|25|48
1983,Michael (1996),0|5|25
1984,The Substitute (1996),1|6|16|37
1985,Pi (1998),4|5|6|13
1986,Pretty in Pink (1986),25|26|37
1987,Last Holiday (2006),0|5|25|64
1988,Ever After: A Cinderella Story (1998),0|5|25
1989,Jonah Hex (2010),0|1|13|23|51
1990,Heaven Can Wait (1978),0|25
1991,Fired Up (2009),23|37
1992,Girls Just Want to Have Fun (1985),25|37|49
1993,Teenage Mutant Ninja Turtles (1990),0|1|4|23
1994,Eddie the Eagle (2016),5|11|32|101
1995,The Producers (2005),17|23|49
1996,The Wedding Planner (2001),5|25
1997,The Heartbreak Kid (2007),5|25
1998,"New York, I Love You (2009)",5|25|32
1999,Mr. Wrong (1996),25
2000,Mr. Peabody & Sherman (2014),0|2|4|12|23|53|71
2001,Revolutionary Road (2008),5|8|55
2002,I Saw the Devil (2010),14
2003,The Adventures of Baron Munchausen (1988),0|2|23
2004,All About Eve (1950),5|8|23
2005,Out of Africa (1985),5|8|11|55
2006,The Next Karate Kid (1994),1|5|26|37
2007,The Patriot (2000),1|10|45
2008,So I Married an Axe Murderer (1993),16|23|73
2009,Sucker Punch (2011),0|1|6|68
2010,Friends with Benefits (2011),23|25
2011,Searching for Sugar Man (2012),109
2012,He's Just Not That Into You (2009),5|8|25|32|54
2013,Mirror Mirror (2012),0|25
2014,Boyz N the Hood (1991),5|16|26|37|55|95
2015,The Fast and the Furious (2001),1|6|16
2016,I Still Know What You Did Last Summer (1998),6|8|13|88
2017,Ghost Ship (2002),88
2018,Diary of the Dead (2007),4|13|103
2019,Solaris (2002),2|4|5|8|35|55
2020,Backdraft (1991),1|5|6|16|40
2021,Flawless (1999),5|16|17|23
2022,Beowulf (2007),0|1|2|5
2023,Joy (2015),5|11|23|64
2024,Cecil B. DeMented (2000),16|17|23|106
2025,The Graduate (1967),5|8|25|26|32
2026,Tarzan (1999),2|8|32|49|50
2027,Once (2006),49
2028,Addams Family Values (1993),0|13|23
2029,House of Flying Daggers (2004),0|1|2|5|55|67
2030,Mighty Joe Young (1949),0|4|5|13
2031,Three Men and a Baby (1987),12|23
2032,Splice (2009),4|13
2033,Return to the Blue Lagoon (1991),5|8|26|37|55
2034,Three Colors: White (1994),5|55|123
2035,Tucker & Dale vs Evil (2010),13|23|73|88
2036,Confessions of a Shopaholic (2009),8|25
2037,"Rudolph, the Red-Nosed Reindeer (1964)",49|64
2038,The Hunted (2003),1|5|16|52
2039,Walking Tall (2004),1|5|11
2040,Forces of Nature (1999),25
2041,Outrageous Fortune (1987),23|97
2042,Rambo III (1988),1|6|10
2043,All the King's Men (2006),5|6
2044,Local Hero (1983),23|32
2045,Paycheck (2003),1|4
2046,Private Benjamin (1980),23|32
2047,Diner (1982),5|23|26
2048,Rocky IV (1985),1|5|101
2049,The Dead Zone (1983),4|13|35|75
2050,The In-Laws (2003),23|25
2051,Three Kings (1999),1|10|31|32|34
2052,Mutiny on the Bounty (1935),2|8|45|93
2053,Trial and Error (1997),25|65|93
2054,Body Snatchers (1993),4|8|13|35
2055,Magnum Force (1973),1|52
2056,Stealing Beauty (1996),5|26|37|55
2057,Malibu's Most Wanted (2003),23|37
2058,The Last Starfighter (1984),1|2|4|26|81
2059,Josie and the Pussycats (2001),37|49
2060,Black Mass (2015),1|5|11|16
2061,Jungle2Jungle (1997),23
2062,The Polar Express (2004),0|2|8|53|64
2063,Fanboys (2009),23
2064,The Straight Story (1999),2|5|11|98
2065,Everyone Says I Love You (1996),25|49
2066,The Maltese Falcon (1931),1|5|8|16|17|35|58
2067,The Man Who Knew Too Little (1997),8|23
2068,The Score (2001),1|5|6|34
2069,Enemy Mine (1985),1|2|4|5|85
2070,Brothers (2009),5|6|10
2071,Wall Street (1987),5|16
2072,Keeping the Faith (2000),5|25|32
2073,The DUFF (2015),23|37
2074,American History X (1998),5|16|18|139
2075,The Englishman Who Went Up a Hill But Came Down a Mountain (1995),23|25
2076,The 13th Warrior (1999),0|1|2|6|8
2077,Memoirs of a Geisha (2005),5|8|55
2078,Tomb Raider (2018),1|2
2079,Fear and Loathing in Las Vegas (1998),5|8|12|32
2080,Child's Play 3 (1991),1|13|88
2081,Live Flesh (1997),5|55|102
2082,Muriel's Wedding (1994),5|25
2083,Grindhouse (2007),1|13|29|103|131
2084,Funny Farm (1988),23
2085,Charlotte's Web (1973),8|12|49
2086,Nine Months (1995),25
2087,"Salo, or The 120 Days of Sodom (1975)",5|8|17|123
2088,Office Christmas Party (2016),23|64
2089,The Expendables 3 (2014),1|6
2090,The Boondock Saints II: All Saints Day (2009),1|5|12|69
2091,Collateral (2004),1|5|6|16|36|52
2092,Freaks (1932),5|6|13|28
2093,Infernal Affairs (2002),5|16
2094,"O Brother, Where Art Thou? (2000)",8|12|16|23|31|49
2095,Legend (1985),0|2
2096,The Red Violin (1998),5|16|35|55
2097,Battlefield Earth (2000),1|4|8|20|22
2098,Caddyshack (1980),23
2099,Ip Man 2 (2010),1|11|67
2100,Kate & Leopold (2001),0|4|25
2101,The Haunting (1999),0|8|13|35|76
2102,Logan's Run (1976),1|4|8|20|22
2103,The Last Samurai (2003),1|5|10
2104,Hellraiser (1987),13
2105,Top Gun (1986),1|5|55
2106,Elektra (2005),0|1|5|16|46
2107,Paranormal Activity 2 (2010),13
2108,The Green Mile (1999),0|5|8|18|28
2109,War Dogs (2016),5|10|11|16|23
2110,Mr. Mom (1983),5|23
2111,Godzilla 2000 (1999),0|4|124
2112,All the King's Men (1950),5|8|58
2113,Jack Reacher (2012),1|8|16|52|67
2114,Mighty Morphin Power Rangers: The Movie (1995),0|4|10|46
2115,Red Dawn (1984),1|2|6|10|26|40
2116,Tomorrow Never Dies (1997),1|6|48
2117,Diamonds Are Forever (1971),1|8|48
2118,Zoolander 2 (2016),23
2119,Stagecoach (1939),1|5|51
2120,King Kong (1933),0|2|5|13|38|124
2121,A Little Princess (1995),0|5|8|23|53
2122,West Side Story (1961),5|16|49|55
2123,Flight of the Phoenix (2004),1|5|8|40
2124,Balls of Fury (2007),23|67
2125,Wag the Dog (1997),32
2126,The Lodger: A Story of the London Fog (1927),6|13|16|28|33|127
2127,The Devil's Advocate (1997),0|5|6|13|35
2128,Go (1999),1|6|16|17|23|32|64
2129,"20,000 Leagues Under the Sea (1954)",4|5|8|89
2130,The Darjeeling Limited (2007),5|23
2131,Meet Me in St. Louis (1944),5|8|49|64
2132,A Night at the Opera (1935),49
2133,Catch-22 (1970),8|10|32|39|80
2134,Bottle Rocket (1996),12|23|34
2135,"Synecdoche, New York (2008)",5|23
2136,Invasion of the Body Snatchers (1956),4|8|13|41
2137,2010: The Year We Make Contact (1984),2|4|5|8|35
2138,Ghostbusters II (1989),0|4|23|56|73|81
2139,Hearts of Darkness: A Filmmakers Apocalypse (1991),109
2140,Run Lola Run (1998),5
2141,Southpaw (2015),1|5|101
2142,The League of Extraordinary Gentlemen (2003),9|46|78|79|112|116
2143,A Decade Under the Influence (2003),109
2144,American: The Bill Hicks Story (2009),11|109
2145,Hairspray (2007),5|25|37|49
2146,She's Out of My League (2010),25
2147,Club Dread (2004),13|17|37|62|73|88
2148,Project Almanac (2015),4|37
2149,Guys and Dolls (1955),16|23|49
2150,Mo' Better Blues (1990),5|49
2151,Sgt. Bilko (1996),23
2152,That's My Boy (2012),23|32
2153,Joe Dirt (2001),2|23
2154,The Five-Year Engagement (2012),25|32
2155,Sophie Scholl: The Final Days (2005),5|11
2156,Sky Captain and the World of Tomorrow (2004),0|1|2|4|116
2157,Kiss of the Spider Woman (1985),5|8|17|18|139
2158,Halloween (2007),13|88
2159,Home (2015),0|4|8|23|49|74
2160,The Chronicles of Riddick (2004),1|2|4
2161,Wrath of the Titans (2012),0|1
2162,Police Academy 5: Assignment: Miami Beach (1988),16|23
2163,The Guilt Trip (2012),5|23|32
2164,Grass (1999),109
2165,Hustle & Flow (2005),5|49|95
2166,John Tucker Must Die (2006),25|37
2167,Lady Bird (2017),5|24|32
2168,Waiting... (2005),23|26
2169,The Specialist (1994),1|6
2170,The Brothers Grimsby (2016),2|23|48
2171,Babel (2006),5
2172,The Ten Commandments (1956),5
2173,"The Goods: Live Hard, Sell Hard (2009)",23
2174,Master and Commander: The Far Side of the World (2003),1|2|8|10|27
2175,Knockin' on Heaven's Door (1997),1|5|12|23
2176,When a Man Loves a Woman (1994),5|55
2177,Win a Date with Tad Hamilton! (2004),25
2178,The Thirteenth Floor (1999),0|4|6|8|19|22|35|36|38|54
2179,Vampire in Brooklyn (1995),23|73|78
2180,The Simpsons: The Longest Daycare (2012),23
2181,The Thomas Crown Affair (1999),5|23|34|35|54
2182,Final Destination 3 (2006),13|37|88
2183,Appleseed (2004),1|4|20|29
2184,Big Night (1996),5|23
2185,She's the Man (2006),25|37
2186,The NeverEnding Story (1984),0|5|8|53
2187,Urban Legend (1998),13|37|88
2188,August Rush (2007),5|49|55
2189,The Cooler (2003),5|23|36|55
2190,Impostor (2001),1|4|5|41
2191,Runaway Train (1985),1|5|6|18|44
2192,Bill & Ted's Excellent Adventure (1989),4|12|23|37|81
2193,The Three Musketeers (1973),1|2|8|25|59
2194,Major Payne (1995),60
2195,Pleasantville (1998),0|5|22|23|32|37
2196,The Legend of Zorro (2005),1|46|59
2197,Major League (1989),23
2198,The Cook the Thief His Wife & Her Lover (1989),5|16|22|87
2199,South Pacific (1958),5|10|49|55
2200,Bend It Like Beckham (2002),5|17|23|25|26|32|37|49|97
2201,Short Cuts (1993),5|32
2202,James and the Giant Peach (1996),0|8|49|53
2203,Back to the Future Part II (1989),4|23|37
2204,Valerian and the City of a Thousand Planets (2017),1|2|4|38
2205,The Girl Who Kicked the Hornet's Nest (2009),5|6|8
2206,Rosemary's Baby (1968),5|8|13|15|64|102
2207,Reality Bites (1994),5|17|25|26
2208,Saboteur (1942),16|48
2209,The Girl on the Bridge (1999),5|55
2210,Krull (1983),0|1|2|9
2211,Underworld (2003),0|1|13|21|55|68|78
2212,The Lost Boys (1987),0|23|73|78
2213,Amy (2015),5|11|49|109
2214,"Me, Myself & Irene (2000)",23
2215,Hidalgo (2004),1|5|10|11
2216,The Hitcher (1986),1|6|13|16|36|88
2217,Kubo and the Two Strings (2016),0|1|2|74
2218,Star Trek: Insurrection (1998),1|2|4
2219,Amadeus (1984),5|11|28|49|61
2220,Dunston Checks In (1996),23
2221,Swordfish (2001),1|34
2222,The Bride of Frankenstein (1935),4|13|17
2223,Top Hat (1935),25|49
2224,Inside Llewyn Davis (2013),5|32|49
2225,Jaws (1975),5|6|8
2226,Final Destination 2 (2003),0|13|37
2227,The Hurricane (1999),5|8|11|18|101
2228,Made of Honor (2008),25
2229,Pain & Gain (2013),1|5|16|23
2230,Sicario (2015),1|5|6|16|35
2231,Land of the Lost (2009),0|4|56|62|81
2232,The Fighter (2010),5|11|101
2233,Police Academy: Mission to Moscow (1994),16|23
2234,Batman Beyond: Return of the Joker (2000),1|4
2235,"Paris, Texas (1984)",5
2236,The Player (1992),5|8|16
2237,Moonstruck (1987),25
2238,The Apartment (1960),5|25|64
2239,Suspicion (1941),8|35
2240,Buena Vista Social Club (1999),49|109
2241,Jawbreaker (1999),16|32|37
2242,Kingpin (1996),12|23
2243,One Night at McCool's (2001),16|23
2244,The Preacher's Wife (1996),0|5|25|32|49|55|64
2245,Leaving Las Vegas (1995),5|8|55|87
2246,Every Which Way But Loose (1978),1|23
2247,A Lot Like Love (2005),5|25|55
2248,Mr. Nice Guy (1997),1|23|67
2249,A Nightmare on Elm Street (1984),13|37|88
2250,Gone with the Wind (1939),5|8|10|45|55
2251,Beverly Hills Cop III (1994),1|12|16|23
2252,Mr. Nobody (2009),0|4|5|55
2253,A Night at the Roxbury (1998),12|23
2254,The Golden Child (1986),0|1|60
2255,Dr. Dolittle (1998),0|23
2256,The Brady Bunch Movie (1995),17|23
2257,Divine Secrets of the Ya-Ya Sisterhood (2002),5|8|23|97
2258,Ninja Scroll (1993),0|2|66|91
2259,Pretty Woman (1990),25
2260,The Sea Inside (2004),5|11
2261,I Am Number Four (2011),1|6|8|37|46
2262,"Legally Blonde 2: Red, White & Blonde (2003)",25
2263,Ella Enchanted (2004),0|25|37|49
2264,American Pie Presents The Naked Mile (2006),23|25|37
2265,Zulu (1964),2|10
2266,Angel-A (2005),5
2267,Freaky Friday (2003),0|8|23|25|49
2268,The Brothers Grimm (2005),0|79
2269,Bronson (2008),5|11|16|18
2270,Volver (2006),5|23
2271,La Dolce Vita (1960),5|23
2272,Arlington Road (1999),5|6|16|35
2273,The Hunger (1983),8|13|17|78|87|102
2274,Tora! Tora! Tora! (1970),10
2275,Jude (1996),5|8|55
2276,Road to Perdition (2002),5|16|26
2277,Big Trouble in Little China (1986),0|1|60|67
2278,Planet of the Apes (1968),4|8|22|38
2279,Patton (1970),5|10|11
2280,Elephant (2003),5|6|17|37|139
2281,Jacob's Ladder (1990),5|6|10|13|15
2282,The Vow (2012),5|11|55
2283,Begin Again (2013),5|23|32|49|55
2284,Summer Wars (2009),4
2285,Snow Falling on Cedars (1999),5|8|55|93
2286,Congo (1995),1|4|8|13|31|56
2287,No Way Out (1987),1|8|16|17|75
2288,National Lampoon's Senior Trip (1995),37
2289,The Mission (1986),5
2290,The Saint (1997),1|6|23|48|55
2291,Entrapment (1999),1|5|16|34|55
2292,Frost/Nixon (2008),5|11
2293,Marnie (1964),5|6|8|35|52
2294,Wild Hogs (2007),1|12
2295,The Interpreter (2005),5|16|35|75
2296,The Campaign (2012),23
2297,Can't Buy Me Love (1987),5|25|26|37|108
2298,Working Girl (1988),25|32
2299,Movie 43 (2013),23
2300,High School High (1996),37
2301,For Your Eyes Only (1981),1|6|48
2302,The Sisterhood of the Traveling Pants (2005),5|8|25|26|32|37|97
2303,Scooby-Doo 2: Monsters Unleashed (2004),2|35|73
2304,Forever Young (1992),0|4|5|23|55
2305,Searching for Bobby Fischer (1993),5|8|11
2306,Exorcist: The Beginning (2004),6|13
2307,Planet 51 (2009),4
2308,Blow (2001),5|11|16|18
2309,Where the Heart Is (2000),5|8|25|32|37
2310,Pirates of Silicon Valley (1999),5|11
2311,Innerspace (1987),4|23|81
2312,Death Wish 2 (1982),1|6|16|70
2313,You Got Served (2004),5|37|49
2314,Loser (2000),5|25|37
2315,Stigmata (1999),13
2316,The Thing (2011),4|8|13|56|88
2317,Land of the Dead (2005),1|4|13|103
2318,The Object of My Affection (1998),5|17|25|32
2319,I Know What You Did Last Summer (1997),6|8|13|88
2320,French Twist (1995),17|23
2321,The Boondock Saints (1999),1|5|12|17|52|69
2322,30 Minutes or Less (2011),16|23|35|60
2323,The Professional (1981),1|5|6|35|48|52
2324,The Running Man (1987),1|4|8|22
2325,The Man with the Golden Gun (1974),1|2|6|48
2326,Neon Genesis Evangelion: The End of Evangelion (1997),4|20|26|129
2327,The Lake House (2006),0|4|5|55
2328,The Purple Rose of Cairo (1985),0|25
2329,"Hail, Caesar! (2016)",23|35
2330,Buffalo '66 (1998),5|16|25|98|139
2331,Blue Jasmine (2013),5|32
2332,Dreamgirls (2006),5|49|55
2333,Wild Wild West (1999),1|23|38|42|51|112
2334,It Follows (2014),13|15
2335,Wes Craven's New Nightmare (1994),13
2336,Spawn (1997),0|1|2|13|46
2337,The Adventures of Huck Finn (1993),2|5|8|26|32|53
2338,Doom (2005),1|4|13|38|56|103
2339,A Nightmare on Elm Street 2: Freddy's Revenge (1985),13|17|37|88
2340,Modern Times (1936),25|32|127
2341,Mrs. Miniver (1942),5|10|55
2342,The Odessa File (1974),5|8|75
2343,The Girl Next Door (2004),5|25|37
2344,A Simple Plan (1998),5|8|16|36
2345,The Fate of the Furious (2017),1|16
2346,Hellraiser: Bloodline (1996),0|1|2|4|6|13|88
2347,Faster Pussycat! Kill! Kill! (1965),5|16|17|23|60|122
2348,Blues Brothers 2000 (1998),1|12|23|49
2349,The Adventures of Robin Hood (1938),1|5|59
2350,White Christmas (1954),25|49|64
2351,Flatliners (1990),4|5|6|13|15
2352,Indian Summer (1993),5|23
2353,Jezebel (1938),5|55
2354,Under Siege 2: Dark Territory (1995),1|6
2355,Croupier (1998),5|16|36
2356,The 7th Voyage of Sinbad (1958),0|2|53|56
2357,Creepshow 2 (1987),4|13|23|56|73
2358,Enter the Dragon (1973),1|6|67
2359,The Alamo (2004),5|10|51
2360,Tremors (1990),1|4|6|13|23|73|81|124
2361,Gravity (2013),4|6|40|44
2362,Frida (2002),5|11|17
2363,Batman: Mask of the Phantasm (1993),1|4|35|36
2364,The Naked Gun: From the Files of Police Squad! (1988),23
2365,Snow Dogs (2002),23
2366,Employee of the Month (2006),25
2367,Bride Wars (2009),25|97
2368,Mystery Men (1999),46|60|62
2369,Gung Ho (1986),12|23
2370,Tin Cup (1996),25|32|101
2371,Allan Quatermain and the Lost City of Gold (1986),0|1|23
2372,Dragonslayer (1981),0|2
2373,Heat (1995),1|5|16|34
2374,First Blood (1982),1|5|6|8|10
2375,The Great Race (1965),1|25|49
2376,The Nutty Professor (1996),4|25
2377,Precious (2009),5|8|17|37
2378,Spotlight (2015),5|11|17
2379,The Bucket List (2007),5|12|23
2380,Airplane II: The Sequel (1982),2|4|81
2381,The Gods Must Be Crazy (1980),23|53
2382,Hook (1991),0|1|23
2383,Monty Python's The Meaning of Life (1983),23|49
2384,Inferno (2016),5|6|8|16|35
2385,The Ides of March (2011),5|75
2386,Inglorious Bastards (1978),1|2|6|10|23
2387,A Charlie Brown Christmas (1965),64
2388,Attack the Block (2011),1|4|23|26|41|56|73|95
2389,Slither (2006),4|13|23|56|73|114
2390,That Thing You Do! (1996),5|25|26|32|49
2391,Rollerball (1975),1|4|22
2392,Mr. Right (2015),1|25
2393,Mixed Nuts (1994),17|23|64
2394,Jumper (2008),1|4|6|8
2395,Saw III (2006),13|16
2396,The Exorcist III (1990),8|13
2397,Everybody Wants Some (2016),26|32
2398,It Takes Two (1995),25
2399,Next Friday (2000),23|95
2400,The Fog (2005),13|35
2401,Accepted (2006),23|37
2402,Super (2010),23|32|46|60
2403,Wind River (2017),6
2404,Stick It (2006),5|23|37
2405,Jeepers Creepers (2001),13|37|56|88
2406,Jakob the Liar (1999),5|10|23|32
2407,White Sands (1992),5|6|16
2408,Big Momma's House (2000),17|23
2409,Green Street Hooligans (2005),1|5|16|101
2410,Ravenous (1999),13|106
2411,Vanity Fair (2004),5|8|25|27|32|61
2412,Grosse Pointe Blank (1997),1|25|106
2413,The Castle (1997),93
2414,Caddyshack II (1988),23|92|101
2415,A Nightmare on Elm Street 3: Dream Warriors (1987),5|13|37
2416,The Good Girl (2002),5|23|25|39
2417,Inherent Vice (2014),5|8|16|23|25|32
2418,Flash Gordon (1980),0|1|2|4|23
2419,She's Having a Baby (1988),5|25
2420,The Jackal (1997),1|5|8|16|48
2421,Showtime (2002),1|16|23
2422,Don Jon (2013),5|25
2423,Joe Versus the Volcano (1990),5|25
2424,Mad City (1997),5|6|16
2425,High Plains Drifter (1973),51
2426,Mighty Joe Young (1998),0|5
2427,The Three Burials of Melquiades Estrada (2005),5|51
2428,The X-Files: I Want to Believe (2008),1|4|5|6
2429,Mary and Max (2009),32
2430,[REC]² (2009),13
2431,"Food, Inc. (2008)",109
2432,The Happening (2008),4|5|13|40
2433,200 Cigarettes (1999),5|23|32
2434,Wayne's World 2 (1993),12|23
2435,Lupin III: The Castle Of Cagliostro (1979),23|71
2436,The Untouchables (1987),1|5|7|8|11|45
2437,This Boy's Life (1993),5|11|26|107
2438,Open Water (2003),5|13|15
2439,"Oh, God! (1977)",0|23
2440,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)",5|11|109
2441,The Mighty Ducks (1992),23|32
2442,From Hell (2001),13|35|52|88
2443,True Grit (1969),5|8|51
2444,Along Came Polly (2004),25
2445,The Strangers (2008),13
2446,Show Me Love (1998),5|17|23|26|37
2447,Fast Times at Ridgemont High (1982),5|8|23|26|37
2448,Lilo & Stitch (2002),4|12|23|32|49|50
2449,But I'm a Cheerleader (1999),5|17|25|26|37
2450,RV (2006),23
2451,Flags of Our Fathers (2006),1|5|8|10
2452,Jack the Giant Slayer (2013),0|56
2453,An Officer and a Gentleman (1982),5|55
2454,The Duchess (2008),5|8|11|55
2455,Block Party (2005),23|49|109
2456,Rudy (1993),5|11
2457,Loaded Weapon 1 (1993),42|62
2458,Michael Clayton (2007),5|6|35
2459,In the Heat of the Night (1967),5|8|16|35|42
2460,Mr. Bean's Holiday (2007),23
2461,Titan A.E. (2000),1|2|4|22
2462,Force 10 from Navarone (1978),1|2|8|10
2463,Ghost Dad (1990),0|23
2464,Apocalypto (2006),5|27
2465,You Don't Mess with the Zohan (2008),1|62
2466,Iron Eagle IV (1995),1|6
2467,The Prophecy (1995),0|6|13|35
2468,Tank Girl (1995),1|4|20|22|60|68
2469,Syriana (2005),5|8|75
2470,Weird Science (1985),0|1|4|12|25|37|81
2471,Osmosis Jones (2001),1|12|23|42|53
2472,Kazaam (1996),0|23
2473,Major League II (1994),23
2474,The Benchwarmers (2007),12|23
2475,For Love of the Game (1999),5|8|28|55|101
2476,Ride Along 2 (2016),1|23|42
2477,Rumor Has It... (2005),25|32
2478,Terms of Endearment (1983),5|8|25
2479,Me and You and Everyone We Know (2005),25|32
2480,Twelfth Night (1996),5|17|25|32
2481,Evangelion: 2.0 You Can (2009),4|120|129
2482,First Daughter (2004),5|25
2483,Dinner for Schmucks (2010),23
2484,xXx (2002),1|6|48|82
2485,Music and Lyrics (2007),25|49
2486,Death Race (2008),1|6|9|18|22
2487,When We Were Kings (1996),109
2488,Mad Max Beyond Thunderdome (1985),1|20
2489,Miss Congeniality (2000),16|23
2490,In & Out (1997),17|25
2491,Beethoven's 2nd (1993),23
2492,The 'burbs (1989),2|13|32|35
2493,Cold Mountain (2003),5|8|10|55
2494,Man Bites Dog (1992),32|36
2495,Bonnie and Clyde (1967),1|5|11|16
2496,Pandorum (2009),1|2|4|13
2497,Dunkirk (2017),5|10
2498,Zathura (2005),0|1|2|4|8|53
2499,Once Upon a Time in Mexico (2003),1|6|16
2500,Cube (1997),4|13|15
2501,Dead Alive (1992),114
2502,For a Few Dollars More (1965),51|99
2503,Suspiria (1977),8|13
2504,Gandhi (1982),5|11|27|28
2505,Water for Elephants (2011),5|8|27|45|55
2506,Ghosts of Mars (2001),1|2|4|13
2507,Beverly Hills Chihuahua (2008),23|53
2508,Bully (2001),5|16|37|70|139
2509,Fever Pitch (2005),5|25
2510,40 Days and 40 Nights (2002),5|25
2511,Airport '77 (1977),1|5|40
2512,Nick of Time (1995),16|35|75
2513,The Omega Man (1971),1|4|5|8|13|20|22|40|103
2514,The War of the Roses (1989),5|8|23|32
2515,Bicycle Thieves (1948),5|123
2516,What If (2013),23|25
2517,Spellbound (2002),109
2518,Rocky Balboa (2006),1|5|101
2519,Mean Streets (1973),5|16
2520,Fly Away Home (1996),5|11|32
2521,Jaws 3-D (1983),2|6|13
2522,The Animatrix (2003),4|119
2523,The Flintstones in Viva Rock Vegas (2000),0|25
2524,Scream 3 (2000),13|35|88
2525,Catfish (2010),109
2526,Pokémon 3: The Movie (2000),111
2527,Cowboy Bebop: The Movie (2001),1|4|36|51|134
2528,Jimmy Neutron: Boy Genius (2001),4
2529,The Great Escape (1963),5|8|10|18
2530,Bonfire of the Vanities (1990),5|8|23
2531,Gamer (2009),1|4|6|18
2532,Revolver (2005),5|16
2533,Mulholland Drive (2001),5|17|35|36
2534,In the Heart of the Sea (2015),1|5|8
2535,13 Hours (2016),1|5|6|10
2536,The Getaway (1994),1|5|6|8|16
2537,Doubt (2008),5
2538,The Pelican Brief (1993),5|8|16|21|75
2539,Fatal Instinct (1993),16|23|62
2540,The Thing from Another World (1951),4|8|13|56
2541,Nerve (2016),1|2|6|35|82
2542,Kicking & Screaming (2005),23
2543,Red 2 (2013),1|16|23|48
2544,Once Upon a Time in the West (1968),1|5|28|99
2545,Once Upon a Time in America (1984),5|16|28
2546,The Pink Panther (2006),23|34|35|42
2547,The Hudsucker Proxy (1994),5|23|32|64
2548,*batteries not included (1987),0|4|23|53|81
2549,Fantasia 2000 (1999),0|49|50
2550,Highlander III: The Sorcerer (1994),0|1|2|4
2551,The Cannonball Run (1981),1|23
2552,Dope (2015),5|16|26|32|95
2553,Hot Rod (2007),1|23
2554,Ghost in the Shell 2: Innocence (2004),4
2555,Thirteen (2003),5|11|37
2556,Philadelphia (1993),5|17|93
2557,Get Shorty (1995),23
2558,A Time to Kill (1996),5|6|8|16|93
2559,The Informant! (2009),5|8|16|23
2560,The Big Year (2011),23
